SIG|TRIP|ID|TimeStamp|No
Q|!!mG7VJxZNCI|63a8f8  |Sun 06 Jan 2019 13:06:00|4628060
Q|!!mG7VJxZNCI|e73272  |Sun 06 Jan 2019 13:34:40|4628579
Q|!!mG7VJxZNCI|e73272  |Sun 06 Jan 2019 13:39:05|4628679
Q|!!mG7VJxZNCI|1bfec6  |Sun 06 Jan 2019 15:09:09|4630322
Q|!!mG7VJxZNCI|54fc2d  |Sun 06 Jan 2019 18:57:01|4633937
Q|!!mG7VJxZNCI|622d6c  |Sun 06 Jan 2019 19:30:38|4634536
Q|!!mG7VJxZNCI|622d6c  |Sun 06 Jan 2019 19:59:04|4635153
Q|!!mG7VJxZNCI|41940b  |Sun 06 Jan 2019 21:27:48|4636767
Q|!!mG7VJxZNCI|78b95f  |Sun 06 Jan 2019 23:51:54|4639347
Q|!!mG7VJxZNCI|82bacc  |Mon 07 Jan 2019 00:24:44|4639875
Q|!!mG7VJxZNCI|e52681  |Mon 07 Jan 2019 08:38:27|4643496
Q|!!mG7VJxZNCI|e52681  |Mon 07 Jan 2019 08:44:12|4643565
Q|!!mG7VJxZNCI|f77488  |Mon 07 Jan 2019 09:31:43|4644084
Q|!!mG7VJxZNCI|f77488  |Mon 07 Jan 2019 09:35:53|4644164
Q|!!mG7VJxZNCI|467fd2  |Fri 11 Jan 2019 03:19:34|4707080
Q|!!mG7VJxZNCI|9b77a9  |Fri 11 Jan 2019 03:27:18|4707199
Q|!!mG7VJxZNCI|9b77a9  |Fri 11 Jan 2019 03:36:09|4707306
Q|!!mG7VJxZNCI|09f0b8  |Fri 11 Jan 2019 05:15:03|4708257
Q|!!mG7VJxZNCI|9c745a  |Sun 13 Jan 2019 14:08:58|4739743
Q|!!mG7VJxZNCI|46eaf0  |Sun 13 Jan 2019 14:52:02|4740419
Q|!!mG7VJxZNCI|d73aee  |Fri 01 Feb 2019 13:22:24|4989820
Q|!!mG7VJxZNCI|d73aee  |Fri 01 Feb 2019 13:22:49|4989823
Q|!!mG7VJxZNCI|4662eb  |Sat 09 Feb 2019 15:48:12|5094276
Q|!!mG7VJxZNCI|4662eb  |Sat 09 Feb 2019 15:52:03|5094337
Q|!!mG7VJxZNCI|4ba8cc  |Sat 09 Feb 2019 21:12:49|5099089
Q|!!mG7VJxZNCI|4ba8cc  |Sat 09 Feb 2019 21:15:15|5099142
Q|!!mG7VJxZNCI|f9fa3a  |Sat 09 Feb 2019 22:05:00|5100113
Q|!!mG7VJxZNCI|acc52d  |Sat 09 Feb 2019 22:54:04|5101092
Q|!!mG7VJxZNCI|39082e  |Sun 10 Feb 2019 15:53:21|5109544
Q|!!mG7VJxZNCI|c3856a  |Sun 10 Feb 2019 16:52:24|5110466
Q|!!mG7VJxZNCI|c3856a  |Sun 10 Feb 2019 17:04:06|5110730
Q|!!mG7VJxZNCI|5429f4  |Sun 10 Feb 2019 19:13:55|5113023
Q|!!mG7VJxZNCI|994a42  |Sun 10 Feb 2019 20:24:09|5114108
Q|!!mG7VJxZNCI|4951e6  |Sun 10 Feb 2019 23:50:41|5117410
Q|!!mG7VJxZNCI|4951e6  |Mon 11 Feb 2019 00:05:09|5117650
Q|!!mG7VJxZNCI|82893e  |Mon 11 Feb 2019 12:50:22|5123210
Q|!!mG7VJxZNCI|82893e  |Mon 11 Feb 2019 12:50:46|5123215
Q|!!mG7VJxZNCI|15e248  |Mon 11 Feb 2019 17:00:54|5126726
Q|!!mG7VJxZNCI|306030  |Mon 11 Feb 2019 17:29:04|5127210
Q|!!mG7VJxZNCI|306030  |Mon 11 Feb 2019 17:44:56|5127462
Q|!!mG7VJxZNCI|306030  |Mon 11 Feb 2019 17:53:54|5127652
Q|!!mG7VJxZNCI|72895d  |Mon 11 Feb 2019 23:07:05|5134370
Q|!!mG7VJxZNCI|72895d  |Mon 11 Feb 2019 23:22:27|5134798
Q|!!mG7VJxZNCI|e78aef  |Tue 12 Feb 2019 10:10:22|5139710
Q|!!mG7VJxZNCI|e78aef  |Tue 12 Feb 2019 10:15:43|5139798
Q|!!mG7VJxZNCI|e78aef  |Tue 12 Feb 2019 10:17:57|5139828
Q|!!mG7VJxZNCI|539e80  |Tue 12 Feb 2019 11:34:13|5140929
Q|!!mG7VJxZNCI|83052e  |Tue 12 Feb 2019 11:43:48|5141109
Q|!!mG7VJxZNCI|83052e  |Tue 12 Feb 2019 11:48:10|5141235
Q|!!mG7VJxZNCI|83052e  |Tue 12 Feb 2019 11:50:48|5141323
Q|!!mG7VJxZNCI|83052e  |Tue 12 Feb 2019 11:51:34|5141350
Q|!!mG7VJxZNCI|83052e  |Tue 12 Feb 2019 11:53:43|5141431
Anonymous||1d2b6a  |Thu 14 Feb 2019 05:31:17|5167194
Anonymous||15e89a  |Thu 14 Feb 2019 05:41:27|5167220
Q|!!mG7VJxZNCI|15e89a  |Thu 14 Feb 2019 05:46:55|5167233
Q|!!mG7VJxZNCI|15e89a  |Thu 14 Feb 2019 05:56:29|5167300
Q|!!mG7VJxZNCI|15e89a  |Thu 14 Feb 2019 06:02:24|5167348
Q|!!mG7VJxZNCI|853443  |Thu 14 Feb 2019 18:19:51|5176118
Q|!!mG7VJxZNCI|853443  |Thu 14 Feb 2019 18:26:29|5176262
Q|!!mG7VJxZNCI|853443  |Thu 14 Feb 2019 18:28:21|5176313
Q|!!mG7VJxZNCI|ea07f0  |Thu 14 Feb 2019 18:43:26|5176617
Q|!!mG7VJxZNCI|ea07f0  |Thu 14 Feb 2019 18:52:34|5176841
Q|!!mG7VJxZNCI|ea07f0  |Thu 14 Feb 2019 18:53:41|5176863
Q|!!mG7VJxZNCI|b38d09  |Thu 14 Feb 2019 19:19:18|5177433
Q|!!mG7VJxZNCI|b38d09  |Thu 14 Feb 2019 19:26:45|5177627
Q|!!mG7VJxZNCI|b152a2  |Thu 14 Feb 2019 19:38:30|5177902
Q|!!mG7VJxZNCI|b152a2  |Thu 14 Feb 2019 19:42:35|5178012
Q|!!mG7VJxZNCI|4e1594  |Thu 14 Feb 2019 23:29:18|5181944
Q|!!mG7VJxZNCI|4e1594  |Thu 14 Feb 2019 23:31:08|5181988
Q|!!mG7VJxZNCI|4e1594  |Thu 14 Feb 2019 23:34:40|5182089
Q|!!mG7VJxZNCI|4e1594  |Thu 14 Feb 2019 23:42:27|5182276
Q|!!mG7VJxZNCI|46cb93  |Thu 14 Feb 2019 23:46:33|5182398
Q|!!mG7VJxZNCI|c8dea2  |Fri 15 Feb 2019 05:11:04|5185527
Q|!!mG7VJxZNCI|88d3f6  |Fri 15 Feb 2019 05:24:11|5185619
Q|!!mG7VJxZNCI|b2a9e1  |Fri 15 Feb 2019 05:37:13|5185770
Q|!!mG7VJxZNCI|b2a9e1  |Fri 15 Feb 2019 06:04:25|5186098
Q|!!mG7VJxZNCI|b2a9e1  |Fri 15 Feb 2019 06:17:48|5186264
Q|!!mG7VJxZNCI|dcb293  |Fri 15 Feb 2019 06:41:46|5186480
Q|!!mG7VJxZNCI|40552e  |Fri 15 Feb 2019 09:06:01|5187688
Q|!!mG7VJxZNCI|d75bdb  |Fri 15 Feb 2019 09:18:38|5187866
Q|!!mG7VJxZNCI|d75bdb  |Fri 15 Feb 2019 09:21:58|5187914
Q|!!mG7VJxZNCI|cb89d1  |Fri 15 Feb 2019 10:09:24|5188720
Q|!!mG7VJxZNCI|cb89d1  |Fri 15 Feb 2019 10:13:52|5188819
Q|!!mG7VJxZNCI|a68362  |Fri 15 Feb 2019 20:43:14|5198909
Q|!!mG7VJxZNCI|e7dea8  |Sat 16 Feb 2019 14:00:44|5208021
Q|!!mG7VJxZNCI|a8d7d3  |Sat 16 Feb 2019 14:55:53|5208800
Q|!!mG7VJxZNCI|a8d7d3  |Sat 16 Feb 2019 15:13:30|5209090
Q|!!mG7VJxZNCI|62dd43  |Sat 16 Feb 2019 15:44:45|5209530
Q|!!mG7VJxZNCI|62dd43  |Sat 16 Feb 2019 16:03:32|5209861
Q|!!mG7VJxZNCI|74d468  |Sat 16 Feb 2019 20:04:57|5213190
Q|!!mG7VJxZNCI|7d110c  |Sat 16 Feb 2019 21:46:28|5214701
Q|!!mG7VJxZNCI|62a42e  |Sun 17 Feb 2019 00:39:30|5217608
Q|!!mG7VJxZNCI|3c93e1  |Sun 17 Feb 2019 02:04:57|5218735
Q|!!mG7VJxZNCI|3c93e1  |Sun 17 Feb 2019 02:20:13|5218933
Q|!!mG7VJxZNCI|3c93e1  |Sun 17 Feb 2019 02:27:09|5219050
Q|!!mG7VJxZNCI|3c93e1  |Sun 17 Feb 2019 02:38:41|5219223
Q|!!mG7VJxZNCI|3c93e1  |Sun 17 Feb 2019 02:40:47|5219265
Q|!!mG7VJxZNCI|3c93e1  |Sun 17 Feb 2019 02:42:34|5219298
Q|!!mG7VJxZNCI|1176a5  |Sun 17 Feb 2019 02:55:58|5219492
Q|!!mG7VJxZNCI|095247  |Sun 17 Feb 2019 03:37:17|5220101
Q|!!mG7VJxZNCI|25f1af  |Sun 17 Feb 2019 13:28:46|5224931
Q|!!mG7VJxZNCI|25f1af  |Sun 17 Feb 2019 13:29:07|5224934
Q|!!mG7VJxZNCI|25f1af  |Sun 17 Feb 2019 13:38:05|5225094
Q|!!mG7VJxZNCI|25f1af  |Sun 17 Feb 2019 13:39:14|5225124
Q|!!mG7VJxZNCI|25f1af  |Sun 17 Feb 2019 13:40:58|5225162
Q|!!mG7VJxZNCI|25f1af  |Sun 17 Feb 2019 13:43:25|5225232
Q|!!mG7VJxZNCI|25f1af  |Sun 17 Feb 2019 13:49:11|5225391
Q|!!mG7VJxZNCI|25f1af  |Sun 17 Feb 2019 13:50:30|5225435
Q|!!mG7VJxZNCI|983433  |Sun 17 Feb 2019 13:59:05|5225610
Q|!!mG7VJxZNCI|983433  |Sun 17 Feb 2019 14:02:12|5225693
Q|!!mG7VJxZNCI|983433  |Sun 17 Feb 2019 14:13:22|5226005
Q|!!mG7VJxZNCI|1e4b59  |Sun 17 Feb 2019 15:01:21|5226902
Q|!!mG7VJxZNCI|17e025  |Sun 17 Feb 2019 15:17:28|5227163
Q|!!mG7VJxZNCI|047c3c  |Sun 17 Feb 2019 16:29:49|5228320
Q|!!mG7VJxZNCI|31fd98  |Sun 17 Feb 2019 17:04:54|5228903
Q|!!mG7VJxZNCI|31fd98  |Sun 17 Feb 2019 17:13:42|5229045
Q|!!mG7VJxZNCI|6ab280  |Sun 17 Feb 2019 18:23:28|5230180
Q|!!mG7VJxZNCI|6ab280  |Sun 17 Feb 2019 18:28:16|5230278
Q|!!mG7VJxZNCI|6ab280  |Sun 17 Feb 2019 18:44:38|5230632
Q|!!mG7VJxZNCI|6ab280  |Sun 17 Feb 2019 18:47:31|5230708
Q|!!mG7VJxZNCI|6ab280  |Sun 17 Feb 2019 18:51:27|5230818
Q|!!mG7VJxZNCI|7e50a0  |Sun 17 Feb 2019 19:06:10|5231163
Q|!!mG7VJxZNCI|87d0f5  |Sun 17 Feb 2019 22:02:02|5234560
Q|!!mG7VJxZNCI|87d0f5  |Sun 17 Feb 2019 22:03:09|5234583
Q|!!mG7VJxZNCI|e18749  |Sun 17 Feb 2019 23:34:08|5236220
Q|!!mG7VJxZNCI|51be55  |Mon 18 Feb 2019 00:55:20|5237585
Q|!!mG7VJxZNCI|51be55  |Mon 18 Feb 2019 01:07:37|5237760
Q|!!mG7VJxZNCI|af4e5a  |Mon 18 Feb 2019 01:13:53|5237861
Q|!!mG7VJxZNCI|2d7d7c  |Mon 18 Feb 2019 04:19:58|5239609
Q|!!mG7VJxZNCI|9bc3ee  |Mon 18 Feb 2019 11:01:17|5242227
Q|!!mG7VJxZNCI|700827  |Mon 18 Feb 2019 11:13:31|5242432
Q|!!mG7VJxZNCI|700827  |Mon 18 Feb 2019 11:19:28|5242534
Q|!!mG7VJxZNCI|700827  |Mon 18 Feb 2019 11:42:29|5242957
Q|!!mG7VJxZNCI|38e3f1  |Mon 18 Feb 2019 13:06:26|5244213
Q|!!mG7VJxZNCI|d73264  |Mon 18 Feb 2019 13:57:32|5245228
Q|!!mG7VJxZNCI|d73264  |Mon 18 Feb 2019 14:07:39|5245457
Q|!!mG7VJxZNCI|425b17  |Mon 18 Feb 2019 14:10:50|5245522
Q|!!mG7VJxZNCI|425b17  |Mon 18 Feb 2019 14:15:21|5245688
Q|!!mG7VJxZNCI|425b17  |Mon 18 Feb 2019 14:31:59|5246177
Q|!!mG7VJxZNCI|f40549  |Mon 18 Feb 2019 15:50:20|5247821
Q|!!mG7VJxZNCI|f40549  |Mon 18 Feb 2019 15:56:17|5247957
Q|!!mG7VJxZNCI|f40549  |Mon 18 Feb 2019 16:10:02|5248313
Q|!!mG7VJxZNCI|f40549  |Mon 18 Feb 2019 16:14:36|5248432
Q|!!mG7VJxZNCI|c4e591  |Mon 18 Feb 2019 16:23:29|5248631
Q|!!mG7VJxZNCI|c4e591  |Mon 18 Feb 2019 16:26:46|5248728
Q|!!mG7VJxZNCI|c4e591  |Mon 18 Feb 2019 16:32:54|5248890
Q|!!mG7VJxZNCI|c4e591  |Mon 18 Feb 2019 16:34:26|5248952
Q|!!mG7VJxZNCI|c8ae0b  |Mon 18 Feb 2019 20:22:45|5253402
Q|!!mG7VJxZNCI|74ff84  |Mon 18 Feb 2019 23:10:28|5256768
Q|!!mG7VJxZNCI|809f7f  |Mon 18 Feb 2019 23:25:17|5257078
Q|!!mG7VJxZNCI|809f7f  |Mon 18 Feb 2019 23:39:48|5257446
Q|!!mG7VJxZNCI|94e3be  |Tue 19 Feb 2019 00:08:53|5258118
Q|!!mG7VJxZNCI|665c2d  |Tue 19 Feb 2019 00:27:45|5258565
Q|!!mG7VJxZNCI|fb85f1  |Tue 19 Feb 2019 10:47:31|5263795
Q|!!mG7VJxZNCI|46b9f4  |Tue 19 Feb 2019 12:09:09|5265025
Q|!!mG7VJxZNCI|e4ca6b  |Tue 19 Feb 2019 12:47:31|5265567
Q|!!mG7VJxZNCI|441976  |Tue 19 Feb 2019 13:41:35|5266371
Q|!!mG7VJxZNCI|441976  |Tue 19 Feb 2019 13:48:03|5266509
Q|!!mG7VJxZNCI|7679ce  |Tue 19 Feb 2019 14:18:03|5267295
Q|!!mG7VJxZNCI|b69b54  |Tue 19 Feb 2019 15:02:27|5268221
Q|!!mG7VJxZNCI|77547e  |Tue 19 Feb 2019 18:04:12|5271150
Q|!!mG7VJxZNCI|77547e  |Tue 19 Feb 2019 18:05:17|5271173
Q|!!mG7VJxZNCI|7390a9  |Tue 19 Feb 2019 18:43:38|5271872
Q|!!mG7VJxZNCI|7390a9  |Tue 19 Feb 2019 18:53:04|5272127
Q|!!mG7VJxZNCI|7390a9  |Tue 19 Feb 2019 18:58:31|5272265
Q|!!mG7VJxZNCI|254408  |Tue 19 Feb 2019 19:21:23|5272816
Q|!!mG7VJxZNCI|254408  |Tue 19 Feb 2019 19:39:26|5273237
Q|!!mG7VJxZNCI|73e851  |Tue 19 Feb 2019 19:48:33|5273426
Q|!!mG7VJxZNCI|cbc993  |Tue 19 Feb 2019 22:08:12|5276167
Q|!!mG7VJxZNCI|cbc993  |Tue 19 Feb 2019 22:10:17|5276209
Q|!!mG7VJxZNCI|cbc993  |Tue 19 Feb 2019 22:11:50|5276262
Q|!!mG7VJxZNCI|9ff2a0  |Tue 19 Feb 2019 22:43:23|5276932
Q|!!mG7VJxZNCI|62a80d  |Wed 20 Feb 2019 10:30:02|5283028
Q|!!mG7VJxZNCI|62a80d  |Wed 20 Feb 2019 10:35:49|5283117
Q|!!mG7VJxZNCI|62a80d  |Wed 20 Feb 2019 10:38:43|5283155
Q|!!mG7VJxZNCI|62a80d  |Wed 20 Feb 2019 10:42:46|5283233
Q|!!mG7VJxZNCI|bca184  |Wed 20 Feb 2019 10:49:13|5283312
Q|!!mG7VJxZNCI|bca184  |Wed 20 Feb 2019 11:04:59|5283621
Q|!!mG7VJxZNCI|bca184  |Wed 20 Feb 2019 11:09:19|5283745
Q|!!mG7VJxZNCI|bca184  |Wed 20 Feb 2019 11:15:39|5283949
Q|!!mG7VJxZNCI|9a1b88  |Wed 20 Feb 2019 13:59:33|5286412
Q|!!mG7VJxZNCI|9a1b88  |Wed 20 Feb 2019 14:07:01|5286583
Q|!!mG7VJxZNCI|9a1b88  |Wed 20 Feb 2019 14:12:08|5286722
Q|!!mG7VJxZNCI|9a1b88  |Wed 20 Feb 2019 14:21:43|5286932
Q|!!mG7VJxZNCI|1f5641  |Wed 20 Feb 2019 14:35:07|5287233
Q|!!mG7VJxZNCI|4f5aaa  |Wed 20 Feb 2019 16:15:39|5289043
Q|!!mG7VJxZNCI|04306c  |Wed 20 Feb 2019 20:54:09|5293706
Q|!!mG7VJxZNCI|04306c  |Wed 20 Feb 2019 20:55:59|5293754
Q|!!mG7VJxZNCI|3de116  |Wed 20 Feb 2019 21:44:43|5294851
Q|!!mG7VJxZNCI|e7ef6b  |Wed 20 Feb 2019 21:57:03|5295136
Q|!!mG7VJxZNCI|d358db  |Thu 21 Feb 2019 11:27:56|5303685
Q|!!mG7VJxZNCI|d358db  |Thu 21 Feb 2019 11:55:45|5304214
Q|!!mG7VJxZNCI|6b73ac  |Thu 21 Feb 2019 12:02:07|5304336
Q|!!mG7VJxZNCI|ae0cd0  |Thu 21 Feb 2019 12:35:01|5305044
Q|!!mG7VJxZNCI|9ec21e  |Thu 21 Feb 2019 15:40:19|5308483
Q|!!mG7VJxZNCI|9ec21e  |Thu 21 Feb 2019 15:49:46|5308748
Q|!!mG7VJxZNCI|9ec21e  |Thu 21 Feb 2019 15:55:09|5308930
Q|!!mG7VJxZNCI|79f3a1  |Thu 21 Feb 2019 16:01:33|5309085
Q|!!mG7VJxZNCI|06bf49  |Thu 21 Feb 2019 16:26:13|5309759
Q|!!mG7VJxZNCI|06bf49  |Thu 21 Feb 2019 16:49:47|5310417
Q|!!mG7VJxZNCI|db3b81  |Thu 21 Feb 2019 17:20:27|5311089
Q|!!mG7VJxZNCI|cb3473  |Thu 21 Feb 2019 17:34:56|5311412
Q|!!mG7VJxZNCI|e68885  |Fri 22 Feb 2019 00:20:27|5318964
Q|!!mG7VJxZNCI|60d97a  |Fri 22 Feb 2019 00:34:42|5319191
Q|!!mG7VJxZNCI|60d97a  |Fri 22 Feb 2019 00:42:43|5319456
Q|!!mG7VJxZNCI|9dda53  |Fri 22 Feb 2019 01:16:57|5320205
Q|!!mG7VJxZNCI|bbf6c5  |Fri 22 Feb 2019 01:47:17|5320696
Q|!!mG7VJxZNCI|bbf6c5  |Fri 22 Feb 2019 01:49:52|5320727
Q|!!mG7VJxZNCI|1af0db  |Fri 22 Feb 2019 11:04:36|5325224
Q|!!mG7VJxZNCI|bfa6f7  |Fri 22 Feb 2019 11:11:41|5325320
Q|!!mG7VJxZNCI|bfa6f7  |Fri 22 Feb 2019 11:15:35|5325408
Q|!!mG7VJxZNCI|bfa6f7  |Fri 22 Feb 2019 11:30:28|5325739
Q|!!mG7VJxZNCI|3ef0f3  |Fri 22 Feb 2019 11:57:58|5326235
Q|!!mG7VJxZNCI|3ef0f3  |Fri 22 Feb 2019 12:07:39|5326450
Q|!!mG7VJxZNCI|3ba78d  |Fri 22 Feb 2019 13:05:25|5327554
Q|!!mG7VJxZNCI|f55f0b  |Fri 22 Feb 2019 13:16:48|5327732
Q|!!mG7VJxZNCI|f55f0b  |Fri 22 Feb 2019 13:21:42|5327833
Q|!!mG7VJxZNCI|f55f0b  |Fri 22 Feb 2019 13:25:29|5327931
Q|!!mG7VJxZNCI|f55f0b  |Fri 22 Feb 2019 13:34:11|5328186
Q|!!mG7VJxZNCI|1f9247  |Fri 22 Feb 2019 13:42:21|5328390
Q|!!mG7VJxZNCI|1f9247  |Fri 22 Feb 2019 13:51:49|5328649
Q|!!mG7VJxZNCI|1f9247  |Fri 22 Feb 2019 13:59:22|5328866
Q|!!mG7VJxZNCI|592cf1  |Fri 22 Feb 2019 18:03:30|5333408
Q|!!mG7VJxZNCI|592cf1  |Fri 22 Feb 2019 18:04:12|5333421
Q|!!mG7VJxZNCI|592cf1  |Fri 22 Feb 2019 18:11:53|5333636
Q|!!mG7VJxZNCI|a3ae8e  |Fri 22 Feb 2019 18:47:17|5334342
Q|!!mG7VJxZNCI|6a1c9f  |Fri 22 Feb 2019 20:26:08|5336136
Q|!!mG7VJxZNCI|6a1c9f  |Fri 22 Feb 2019 20:26:36|5336143
Q|!!mG7VJxZNCI|6a1c9f  |Fri 22 Feb 2019 20:42:35|5336480
Q|!!mG7VJxZNCI|c7feeb  |Fri 22 Feb 2019 23:38:07|5339881
Q|!!mG7VJxZNCI|c7feeb  |Fri 22 Feb 2019 23:55:03|5340213
Q|!!mG7VJxZNCI|b3258f  |Sun 24 Feb 2019 13:12:51|5362124
Q|!!mG7VJxZNCI|b3258f  |Sun 24 Feb 2019 13:19:31|5362299
Q|!!mG7VJxZNCI|4b8fd7  |Sun 24 Feb 2019 13:57:24|5363071
Q|!!mG7VJxZNCI|285daf  |Mon 25 Feb 2019 13:19:36|5377668
Q|!!mG7VJxZNCI|2ea8ac  |Mon 25 Feb 2019 15:05:17|5379494
Q|!!mG7VJxZNCI|2ea8ac  |Mon 25 Feb 2019 15:12:36|5379626
Q|!!mG7VJxZNCI|2ea8ac  |Mon 25 Feb 2019 15:19:06|5379762
Q|!!mG7VJxZNCI|2ea8ac  |Mon 25 Feb 2019 15:33:33|5380099
Q|!!mG7VJxZNCI|c85792  |Mon 25 Feb 2019 15:57:33|5380595
Q|!!mG7VJxZNCI|0d7671  |Mon 25 Feb 2019 20:08:29|5384495
Q|!!mG7VJxZNCI|0d7671  |Mon 25 Feb 2019 20:10:55|5384552
Q|!!mG7VJxZNCI|d36b82  |Mon 25 Feb 2019 20:33:08|5385001
Q|!!mG7VJxZNCI|43c548  |Mon 25 Feb 2019 21:26:19|5386040
Anonymous||43c548  |Mon 25 Feb 2019 21:27:11|5386057
Anonymous||43c548  |Mon 25 Feb 2019 21:28:44|5386106
Anonymous||8414bf  |Mon 25 Feb 2019 22:06:10|5386957
Anonymous||8414bf  |Mon 25 Feb 2019 22:07:21|5386985
Q|!!mG7VJxZNCI|8414bf  |Mon 25 Feb 2019 22:09:53|5387042
Anonymous||8414bf  |Mon 25 Feb 2019 22:10:33|5387061
Q|!!mG7VJxZNCI|681f82  |Tue 26 Feb 2019 15:01:35|5397816
Q|!!mG7VJxZNCI|44cf4d  |Tue 26 Feb 2019 15:29:03|5398367
Q|!!mG7VJxZNCI|087672  |Tue 26 Feb 2019 16:04:55|5399134
Q|!!mG7VJxZNCI|087672  |Tue 26 Feb 2019 16:16:29|5399463
Q|!!mG7VJxZNCI|1e2b4e  |Tue 26 Feb 2019 18:49:44|5402061
Q|!!mG7VJxZNCI|1e2b4e  |Tue 26 Feb 2019 18:56:40|5402283
Q|!!mG7VJxZNCI|57f18f  |Tue 26 Feb 2019 22:54:56|5407223
Q|!!mG7VJxZNCI|94e203  |Tue 26 Feb 2019 23:33:28|5408097
Q|!!mG7VJxZNCI|24436e  |Tue 26 Feb 2019 23:58:55|5408690
Q|!!mG7VJxZNCI|8d054c  |Tue 26 Feb 2019 23:59:12|5408700
Anonymous||94e203  |Tue 26 Feb 2019 23:59:24|5408709
Q|!!mG7VJxZNCI|795131  |Wed 27 Feb 2019 00:03:22|5408812
Q|!!mG7VJxZNCI|009d84  |Wed 27 Feb 2019 00:03:22|5408814
Q|!!mG7VJxZNCI|0f48d0  |Wed 27 Feb 2019 00:03:26|5408817
Q|!!mG7VJxZNCI|62c035  |Fri 01 Mar 2019 12:55:43|5449539
Q|!!mG7VJxZNCI|42c601  |Sat 02 Mar 2019 15:54:51|5468027
Q|!!mG7VJxZNCI|388cb1  |Sat 02 Mar 2019 19:30:07|5471098
Q|!!mG7VJxZNCI|388cb1  |Sat 02 Mar 2019 19:34:29|5471177
Q|!!mG7VJxZNCI|13053a  |Sat 02 Mar 2019 19:43:52|5471379
Q|!!mG7VJxZNCI|13053a  |Sat 02 Mar 2019 20:02:57|5471827
Q|!!mG7VJxZNCI|4fc75b  |Sat 02 Mar 2019 20:22:29|5472239
Q|!!mG7VJxZNCI|0c924b  |Sun 03 Mar 2019 00:31:19|5476324
Q|!!mG7VJxZNCI|0c924b  |Sun 03 Mar 2019 00:34:58|5476370
Q|!!mG7VJxZNCI|0c924b  |Sun 03 Mar 2019 00:36:27|5476398
Q|!!mG7VJxZNCI|0c924b  |Sun 03 Mar 2019 00:37:28|5476414
Q|!!mG7VJxZNCI|0c924b  |Sun 03 Mar 2019 00:38:56|5476452
Q|!!mG7VJxZNCI|0c924b  |Sun 03 Mar 2019 00:40:00|5476480
Q|!!mG7VJxZNCI|0c924b  |Sun 03 Mar 2019 00:40:38|5476496
Q|!!mG7VJxZNCI|84ae7e  |Sun 03 Mar 2019 00:48:26|5476642
Q|!!mG7VJxZNCI|84ae7e  |Sun 03 Mar 2019 00:58:40|5476830
Q|!!mG7VJxZNCI|84ae7e  |Sun 03 Mar 2019 00:59:26|5476842
Q|!!mG7VJxZNCI|84ae7e  |Sun 03 Mar 2019 01:02:09|5476910
Q|!!mG7VJxZNCI|84ae7e  |Sun 03 Mar 2019 01:07:32|5477046
Q|!!mG7VJxZNCI|84ae7e  |Sun 03 Mar 2019 01:10:02|5477100
Q|!!mG7VJxZNCI|84ae7e  |Sun 03 Mar 2019 01:11:27|5477131
Q|!!mG7VJxZNCI|84ae7e  |Sun 03 Mar 2019 01:17:43|5477272
Q|!!mG7VJxZNCI|e18169  |Sun 03 Mar 2019 01:24:17|5477409
Q|!!mG7VJxZNCI|ca665a  |Sun 03 Mar 2019 13:50:20|5483635
Q|!!mG7VJxZNCI|ca665a  |Sun 03 Mar 2019 13:52:38|5483687
Q|!!mG7VJxZNCI|188b95  |Sun 03 Mar 2019 14:27:22|5484459
Q|!!mG7VJxZNCI|188b95  |Sun 03 Mar 2019 14:55:55|5485007
Q|!!mG7VJxZNCI|493988  |Sun 03 Mar 2019 15:31:28|5485705
Q|!!mG7VJxZNCI|8edf77  |Sun 03 Mar 2019 15:57:33|5486189
Q|!!mG7VJxZNCI|8edf77  |Sun 03 Mar 2019 16:21:19|5486620
Q|!!mG7VJxZNCI|9e30da  |Sun 03 Mar 2019 17:59:38|5488056
Q|!!mG7VJxZNCI|4c2e9e  |Sun 03 Mar 2019 18:17:55|5488382
Q|!!mG7VJxZNCI|4c2e9e  |Sun 03 Mar 2019 18:29:07|5488652
Q|!!mG7VJxZNCI|b25f2a  |Sun 03 Mar 2019 18:48:35|5489069
Q|!!mG7VJxZNCI|b25f2a  |Sun 03 Mar 2019 19:02:46|5489412
Q|!!mG7VJxZNCI|b25f2a  |Sun 03 Mar 2019 19:11:23|5489667
Q|!!mG7VJxZNCI|380289  |Sun 03 Mar 2019 19:18:49|5489858
Q|!!mG7VJxZNCI|380289  |Sun 03 Mar 2019 19:21:39|5489959
Q|!!mG7VJxZNCI|380289  |Sun 03 Mar 2019 19:22:24|5489998
Q|!!mG7VJxZNCI|4bde28  |Sun 03 Mar 2019 19:44:08|5490671
Q|!!mG7VJxZNCI|09e18f  |Sun 03 Mar 2019 20:37:01|5491926
Q|!!mG7VJxZNCI|afcbca  |Sun 03 Mar 2019 21:26:45|5492829
Q|!!mG7VJxZNCI|70a0ec  |Sun 03 Mar 2019 23:05:03|5494753
Q|!!mG7VJxZNCI|e73c10  |Mon 04 Mar 2019 14:57:21|5503231
Q|!!mG7VJxZNCI|e73c10  |Mon 04 Mar 2019 15:00:00|5503275
Q|!!mG7VJxZNCI|e73c10  |Mon 04 Mar 2019 15:08:32|5503493
Q|!!mG7VJxZNCI|588bf0  |Mon 04 Mar 2019 15:14:57|5503631
